sample_id,image_path,map_mask_path,label_mask_path,width,height,center_class,center_class_value,center_area_m2,center_x,center_y,xoff,yoff,source_raster_id,source_gsd_m,spatial_group,split_v1,spatial_component_v2,spatial_buffer_pixels_v2,split
excess_00416,/home/work/data/change_detection/building/map-ortho/image/excess_00416.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00416.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00416.png,1024,1024,excess,3,654.977,205572.859,542217.522,60698,50945,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00417,/home/work/data/change_detection/building/map-ortho/image/excess_00417.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00417.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00417.png,1024,1024,excess,3,834.051,205559.584,542159.651,60588,51427,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00418,/home/work/data/change_detection/building/map-ortho/image/excess_00418.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00418.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00418.png,1024,1024,excess,3,875.266,205454.487,542097.1,59712,51948,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00419,/home/work/data/change_detection/building/map-ortho/image/excess_00419.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00419.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00419.png,1024,1024,excess,3,723.852,205384.071,542192.987,59125,51149,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00420,/home/work/data/change_detection/building/map-ortho/image/excess_00420.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00420.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00420.png,1024,1024,excess,3,928.312,205217.058,542219.953,57733,50924,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00421,/home/work/data/change_detection/building/map-ortho/image/excess_00421.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00421.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00421.png,1024,1024,excess,3,663.045,205305.753,542048.67,58472,52352,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00422,/home/work/data/change_detection/building/map-ortho/image/excess_00422.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00422.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00422.png,1024,1024,excess,3,810.842,205245.881,542052.575,57973,52319,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00423,/home/work/data/change_detection/building/map-ortho/image/excess_00423.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00423.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00423.png,1024,1024,excess,3,745.441,205304.366,541989.409,58461,52846,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00424,/home/work/data/change_detection/building/map-ortho/image/excess_00424.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00424.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00424.png,1024,1024,excess,3,771.107,205234.04,541939.495,57875,53262,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00425,/home/work/data/change_detection/building/map-ortho/image/excess_00425.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00425.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00425.png,1024,1024,excess,3,610.537,205243.799,541996.629,57956,52785,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00426,/home/work/data/change_detection/building/map-ortho/image/excess_00426.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00426.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00426.png,1024,1024,excess,3,613.908,205186.876,542079.564,57482,52094,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
excess_00427,/home/work/data/change_detection/building/map-ortho/image/excess_00427.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00427.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00427.png,1024,1024,excess,3,772.849,205158.68,542137.856,57247,51609,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_6,train,spv2_0154,256,train
omission_00942,/home/work/data/change_detection/building/map-ortho/image/omission_00942.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00942.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00942.png,1024,1024,omission,2,124.873,205401.193,542783.352,59268,46229,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00943,/home/work/data/change_detection/building/map-ortho/image/omission_00943.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00943.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00943.png,1024,1024,omission,2,88.377,205333.369,542904.188,58702,45222,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00944,/home/work/data/change_detection/building/map-ortho/image/omission_00944.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00944.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00944.png,1024,1024,omission,2,67.764,205410.308,542842.406,59344,45737,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00945,/home/work/data/change_detection/building/map-ortho/image/omission_00945.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00945.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00945.png,1024,1024,omission,2,238.205,205368.422,542004.84,58995,52717,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00946,/home/work/data/change_detection/building/map-ortho/image/omission_00946.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00946.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00946.png,1024,1024,omission,2,53.667,205348.856,541989.203,58831,52847,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00947,/home/work/data/change_detection/building/map-ortho/image/omission_00947.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00947.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00947.png,1024,1024,omission,2,1868.838,205356.94,542503.658,58899,48560,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00948,/home/work/data/change_detection/building/map-ortho/image/omission_00948.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00948.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00948.png,1024,1024,omission,2,67.881,205107.998,542215.063,56824,50965,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_6,train,spv2_0154,256,train
omission_00949,/home/work/data/change_detection/building/map-ortho/image/omission_00949.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00949.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00949.png,1024,1024,omission,2,143.281,205117.302,542212.189,56902,50989,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_6,train,spv2_0154,256,train
omission_00950,/home/work/data/change_detection/building/map-ortho/image/omission_00950.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00950.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00950.png,1024,1024,omission,2,718.299,205330.66,542479.898,58680,48758,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00951,/home/work/data/change_detection/building/map-ortho/image/omission_00951.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00951.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00951.png,1024,1024,omission,2,575.256,205298.401,542416.539,58411,49286,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00952,/home/work/data/change_detection/building/map-ortho/image/omission_00952.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00952.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00952.png,1024,1024,omission,2,405.698,205306.717,542529.275,58480,48347,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00953,/home/work/data/change_detection/building/map-ortho/image/omission_00953.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00953.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00953.png,1024,1024,omission,2,241.451,205345.976,542106.707,58807,51868,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00954,/home/work/data/change_detection/building/map-ortho/image/omission_00954.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00954.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00954.png,1024,1024,omission,2,65.006,205171.634,542423.209,57355,49231,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00955,/home/work/data/change_detection/building/map-ortho/image/omission_00955.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00955.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00955.png,1024,1024,omission,2,54.739,205153.925,542444.582,57207,49052,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_5,train,spv2_0154,256,train
omission_00956,/home/work/data/change_detection/building/map-ortho/image/omission_00956.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00956.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00956.png,1024,1024,omission,2,812.382,205284.174,542522.85,58292,48400,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00957,/home/work/data/change_detection/building/map-ortho/image/omission_00957.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00957.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00957.png,1024,1024,omission,2,1631.944,205196.795,542467.334,57564,48863,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
omission_00958,/home/work/data/change_detection/building/map-ortho/image/omission_00958.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00958.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00958.png,1024,1024,omission,2,599.242,205184.335,542396.634,57460,49452,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00961,/home/work/data/change_detection/building/map-ortho/image/omission_00961.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00961.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00961.png,1024,1024,omission,2,75.807,205410.18,542033.545,59342,52478,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00962,/home/work/data/change_detection/building/map-ortho/image/omission_00962.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00962.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00962.png,1024,1024,omission,2,295.952,205431.585,542391.64,59521,49494,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_6,test,spv2_0154,256,train
omission_00963,/home/work/data/change_detection/building/map-ortho/image/omission_00963.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00963.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00963.png,1024,1024,omission,2,144.094,205453.372,542745.716,59702,46543,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0154,256,train
excess_00589,/home/work/data/change_detection/building/map-ortho/image/excess_00589.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00589.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00589.png,1024,1024,excess,3,175.569,205079.976,539767.24,56591,71364,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
excess_00590,/home/work/data/change_detection/building/map-ortho/image/excess_00590.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00590.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00590.png,1024,1024,excess,3,188.742,205018.27,539815.022,56077,70965,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
excess_00591,/home/work/data/change_detection/building/map-ortho/image/excess_00591.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00591.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00591.png,1024,1024,excess,3,203.102,205037.937,539793.857,56240,71142,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
excess_00592,/home/work/data/change_detection/building/map-ortho/image/excess_00592.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00592.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00592.png,1024,1024,excess,3,167.983,204926.244,539839.137,55310,70765,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
omission_01101,/home/work/data/change_detection/building/map-ortho/image/omission_01101.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01101.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01101.png,1024,1024,omission,2,141.195,204988.195,539803.986,55826,71057,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
omission_01102,/home/work/data/change_detection/building/map-ortho/image/omission_01102.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01102.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01102.png,1024,1024,omission,2,141.642,204980.96,539790.154,55766,71173,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
omission_01103,/home/work/data/change_detection/building/map-ortho/image/omission_01103.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01103.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01103.png,1024,1024,omission,2,132.614,204975.31,539776.605,55719,71286,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0155,256,train
omission_01097,/home/work/data/change_detection/building/map-ortho/image/omission_01097.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01097.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01097.png,1024,1024,omission,2,105.261,205092.176,540280.474,56692,67087,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0158,256,train
omission_01098,/home/work/data/change_detection/building/map-ortho/image/omission_01098.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01098.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01098.png,1024,1024,omission,2,132.916,205093.409,540270.879,56703,67167,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0158,256,train
omission_01099,/home/work/data/change_detection/building/map-ortho/image/omission_01099.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01099.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01099.png,1024,1024,omission,2,141.054,205091.575,540262.884,56687,67233,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_8,train,spv2_0158,256,train
excess_00181,/home/work/data/change_detection/building/map-ortho/image/excess_00181.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00181.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00181.png,1024,1024,excess,3,65.174,205128.951,546172.862,56999,17983,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_2,train,spv2_0159,256,train
excess_00182,/home/work/data/change_detection/building/map-ortho/image/excess_00182.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00182.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00182.png,1024,1024,excess,3,54.745,205132.299,546190.557,57027,17836,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_2,train,spv2_0159,256,train
omission_00756,/home/work/data/change_detection/building/map-ortho/image/omission_00756.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00756.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00756.png,1024,1024,omission,2,74.598,205214.377,546105.334,57711,18546,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_2,test,spv2_0159,256,train
omission_00784,/home/work/data/change_detection/building/map-ortho/image/omission_00784.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00784.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00784.png,1024,1024,omission,2,91.767,205247.933,546159.903,57990,18091,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_2,test,spv2_0159,256,train
omission_00959,/home/work/data/change_detection/building/map-ortho/image/omission_00959.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00959.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00959.png,1024,1024,omission,2,80.831,205139.791,543043.772,57089,44059,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,6_5,train,spv2_0160,256,train
excess_00177,/home/work/data/change_detection/building/map-ortho/image/excess_00177.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00177.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00177.png,1024,1024,excess,3,611.874,205376.123,546966.357,59059,11371,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_1,val,spv2_0164,256,train
excess_00179,/home/work/data/change_detection/building/map-ortho/image/excess_00179.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00179.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00179.png,1024,1024,excess,3,626.637,205341.358,547009.378,58769,11013,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_1,val,spv2_0164,256,train
excess_00207,/home/work/data/change_detection/building/map-ortho/image/excess_00207.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00207.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00207.png,1024,1024,excess,3,343.596,205294.111,546816.833,58375,12617,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_1,val,spv2_0164,256,train
omission_00748,/home/work/data/change_detection/building/map-ortho/image/omission_00748.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00748.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00748.png,1024,1024,omission,2,833.735,205238.066,546784.627,57908,12885,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_1,val,spv2_0164,256,train
omission_00960,/home/work/data/change_detection/building/map-ortho/image/omission_00960.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00960.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00960.png,1024,1024,omission,2,1658.17,205366.522,543096.994,58979,43616,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_5,train,spv2_0165,256,train
excess_00358,/home/work/data/change_detection/building/map-ortho/image/excess_00358.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00358.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00358.png,1024,1024,excess,3,868.112,205386.958,544205.11,59149,34381,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_4,val,spv2_0167,256,train
omission_00936,/home/work/data/change_detection/building/map-ortho/image/omission_00936.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00936.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00936.png,1024,1024,omission,2,181.348,205375.733,544237.156,59055,34114,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_4,val,spv2_0167,256,train
omission_00937,/home/work/data/change_detection/building/map-ortho/image/omission_00937.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00937.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00937.png,1024,1024,omission,2,92.241,205378.439,543829.4,59078,37512,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_4,val,spv2_0168,256,train
excess_00569,/home/work/data/change_detection/building/map-ortho/image/excess_00569.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00569.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00569.png,1024,1024,excess,3,64.295,205574.52,539777.462,60712,71278,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
excess_00572,/home/work/data/change_detection/building/map-ortho/image/excess_00572.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00572.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00572.png,1024,1024,excess,3,388.784,205669.689,539615.875,61505,72625,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
excess_00574,/home/work/data/change_detection/building/map-ortho/image/excess_00574.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00574.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00574.png,1024,1024,excess,3,235.704,205857.631,539440.009,63071,74091,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_9,train,spv2_0169,256,train
excess_00579,/home/work/data/change_detection/building/map-ortho/image/excess_00579.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00579.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00579.png,1024,1024,excess,3,413.616,205733.037,539600.023,62033,72757,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
excess_00581,/home/work/data/change_detection/building/map-ortho/image/excess_00581.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00581.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00581.png,1024,1024,excess,3,81.873,205405.799,539889.699,59306,70343,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
excess_00582,/home/work/data/change_detection/building/map-ortho/image/excess_00582.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00582.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00582.png,1024,1024,excess,3,166.457,205795.463,539477.755,62553,73776,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_9,train,spv2_0169,256,train
omission_01100,/home/work/data/change_detection/building/map-ortho/image/omission_01100.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01100.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01100.png,1024,1024,omission,2,195.807,205427.726,539758.337,59489,71438,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_01109,/home/work/data/change_detection/building/map-ortho/image/omission_01109.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01109.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01109.png,1024,1024,omission,2,125.577,205624.733,539639.867,61130,72425,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_01110,/home/work/data/change_detection/building/map-ortho/image/omission_01110.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01110.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01110.png,1024,1024,omission,2,120.486,205620.805,539624.582,61098,72552,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_01111,/home/work/data/change_detection/building/map-ortho/image/omission_01111.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01111.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01111.png,1024,1024,omission,2,137.153,205710.766,539620.544,61847,72586,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_01112,/home/work/data/change_detection/building/map-ortho/image/omission_01112.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01112.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01112.png,1024,1024,omission,2,141.297,205890.124,539404.55,63342,74386,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_9,train,spv2_0169,256,train
omission_01113,/home/work/data/change_detection/building/map-ortho/image/omission_01113.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01113.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01113.png,1024,1024,omission,2,120.19,205675.372,539659.234,61552,72264,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_01114,/home/work/data/change_detection/building/map-ortho/image/omission_01114.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01114.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01114.png,1024,1024,omission,2,301.731,205559.412,539536.337,60586,73288,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_01115,/home/work/data/change_detection/building/map-ortho/image/omission_01115.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01115.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01115.png,1024,1024,omission,2,380.109,205564.128,539552.18,60625,73156,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_8,train,spv2_0169,256,train
omission_00761,/home/work/data/change_detection/building/map-ortho/image/omission_00761.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00761.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00761.png,1024,1024,omission,2,160.622,205538.863,546458.936,60415,15600,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_1,val,spv2_0170,256,train
omission_00762,/home/work/data/change_detection/building/map-ortho/image/omission_00762.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00762.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00762.png,1024,1024,omission,2,143.747,205552.595,546467.487,60529,15528,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_1,val,spv2_0170,256,train
omission_00782,/home/work/data/change_detection/building/map-ortho/image/omission_00782.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00782.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00782.png,1024,1024,omission,2,95.676,205439.741,546347.133,59589,16531,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_2,test,spv2_0170,256,train
omission_00783,/home/work/data/change_detection/building/map-ortho/image/omission_00783.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00783.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00783.png,1024,1024,omission,2,196.304,205445.293,546337.545,59635,16611,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_2,test,spv2_0170,256,train
omission_00775,/home/work/data/change_detection/building/map-ortho/image/omission_00775.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00775.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00775.png,1024,1024,omission,2,59.707,205449.628,545256.632,59671,25619,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_3,train,spv2_0171,256,train
omission_00785,/home/work/data/change_detection/building/map-ortho/image/omission_00785.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00785.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00785.png,1024,1024,omission,2,230.724,205477.008,545261.688,59899,25577,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,7_3,train,spv2_0171,256,train
